Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,Arena,Notes,f_Date,Home_s,Visitor_s,Home_abbr,Away_abbr
"Fri, Dec 8, 2023",8:00p,Cleveland Cavaliers,111,Miami Heat,99,Box Score,,19600.0,Kaseya Center,,20231208,MIA,CLE,MIA,CLE
"Fri, Dec 8, 2023",8:00p,Golden State Warriors,136,Oklahoma City Thunder,138,Box Score,OT,17112.0,Paycom Center,,20231208,OKC,GSW,OKC,GSW
"Fri, Dec 8, 2023",8:30p,Chicago Bulls,121,San Antonio Spurs,112,Box Score,,18074.0,Frost Bank Center,,20231208,SAS,CHI,SAS,CHI
"Fri, Dec 8, 2023",9:00p,Houston Rockets,114,Denver Nuggets,106,Box Score,,19544.0,Ball Arena,,20231208,DEN,HOU,DEN,HOU
"Fri, Dec 8, 2023",9:00p,Sacramento Kings,114,Phoenix Suns,106,Box Score,,17071.0,Footprint Center,,20231208,PHO,SAC,PHO,SAC
"Fri, Dec 8, 2023",10:00p,Dallas Mavericks,125,Portland Trail Blazers,112,Box Score,,18762.0,Moda Center,,20231208,POR,DAL,POR,DAL
"Fri, Dec 8, 2023",10:00p,Los Angeles Clippers,117,Utah Jazz,103,Box Score,,18206.0,Delta Center,,20231208,UTA,LAC,UTA,LAC
"Sat, Dec 9, 2023",8:30p,Indiana Pacers,109,Los Angeles Lakers,123,Box Score,,19021.0,T-Mobile Arena,In-Season Tournament,20231209,LAL,IND,LAL,IND
"Mon, Dec 11, 2023",7:00p,Miami Heat,116,Charlotte Hornets,114,Box Score,,15543.0,Spectrum Center,,20231211,CHO,MIA,CHO,MIA
"Mon, Dec 11, 2023",7:00p,Indiana Pacers,131,Detroit Pistons,123,Box Score,,14988.0,Little Caesars Arena,,20231211,DET,IND,DET,IND
"Mon, Dec 11, 2023",7:00p,Cleveland Cavaliers,94,Orlando Magic,104,Box Score,,19032.0,Kia Center,,20231211,ORL,CLE,ORL,CLE
"Mon, Dec 11, 2023",7:00p,Washington Wizards,101,Philadelphia 76ers,146,Box Score,,19762.0,Wells Fargo Center,,20231211,PHI,WAS,PHI,WAS
"Mon, Dec 11, 2023",7:30p,Denver Nuggets,129,Atlanta Hawks,122,Box Score,,17531.0,State Farm Arena,,20231211,ATL,DEN,ATL,DEN
"Mon, Dec 11, 2023",7:30p,Toronto Raptors,130,New York Knicks,136,Box Score,,19812.0,Madison Square Garden (IV),,20231211,NYK,TOR,NYK,TOR
"Mon, Dec 11, 2023",8:00p,San Antonio Spurs,82,Houston Rockets,93,Box Score,,16481.0,Toyota Center,,20231211,HOU,SAS,HOU,SAS
"Mon, Dec 11, 2023",8:00p,Dallas Mavericks,120,Memphis Grizzlies,113,Box Score,,16379.0,FedEx Forum,,20231211,MEM,DAL,MEM,DAL
"Mon, Dec 11, 2023",8:00p,Chicago Bulls,129,Milwaukee Bucks,133,Box Score,OT,17440.0,Fiserv Forum,,20231211,MIL,CHI,MIL,CHI
"Mon, Dec 11, 2023",8:00p,Minnesota Timberwolves,107,New Orleans Pelicans,121,Box Score,,16487.0,Smoothie King Center,,20231211,NOP,MIN,NOP,MIN
"Mon, Dec 11, 2023",8:00p,Utah Jazz,120,Oklahoma City Thunder,134,Box Score,,16631.0,Paycom Center,,20231211,OKC,UTA,OKC,UTA
"Mon, Dec 11, 2023",10:00p,Brooklyn Nets,118,Sacramento Kings,131,Box Score,,17794.0,Golden 1 Center,,20231211,SAC,BRK,SAC,BRK
"Mon, Dec 11, 2023",10:30p,Portland Trail Blazers,127,Los Angeles Clippers,132,Box Score,,17102.0,Crypto.com Arena,,20231211,LAC,POR,LAC,POR
"Tue, Dec 12, 2023",7:30p,Cleveland Cavaliers,113,Boston Celtics,120,Box Score,,19156.0,TD Garden,,20231212,BOS,CLE,BOS,CLE
"Tue, Dec 12, 2023",7:30p,Los Angeles Lakers,125,Dallas Mavericks,127,Box Score,,20377.0,American Airlines Center,,20231212,DAL,LAL,DAL,LAL
"Tue, Dec 12, 2023",8:00p,Denver Nuggets,114,Chicago Bulls,106,Box Score,,20775.0,United Center,,20231212,CHI,DEN,CHI,DEN
"Tue, Dec 12, 2023",10:00p,Golden State Warriors,116,Phoenix Suns,119,Box Score,,17071.0,Footprint Center,,20231212,PHO,GSW,PHO,GSW
"Tue, Dec 12, 2023",10:30p,Sacramento Kings,99,Los Angeles Clippers,119,Box Score,,17060.0,Crypto.com Arena,,20231212,LAC,SAC,LAC,SAC
"Wed, Dec 13, 2023",7:00p,Philadelphia 76ers,129,Detroit Pistons,111,Box Score,,16749.0,Little Caesars Arena,,20231213,DET,PHI,DET,PHI
"Wed, Dec 13, 2023",7:00p,New Orleans Pelicans,142,Washington Wizards,122,Box Score,,14080.0,Capital One Arena,,20231213,WAS,NOP,WAS,NOP
"Wed, Dec 13, 2023",7:30p,Charlotte Hornets,104,Miami Heat,115,Box Score,,19600.0,Kaseya Center,,20231213,MIA,CHO,MIA,CHO
"Wed, Dec 13, 2023",7:30p,Atlanta Hawks,128,Toronto Raptors,135,Box Score,,19423.0,Scotiabank Arena,,20231213,TOR,ATL,TOR,ATL
"Wed, Dec 13, 2023",8:00p,Memphis Grizzlies,104,Houston Rockets,117,Box Score,,16813.0,Toyota Center,,20231213,HOU,MEM,HOU,MEM
"Wed, Dec 13, 2023",8:00p,Indiana Pacers,126,Milwaukee Bucks,140,Box Score,,17431.0,Fiserv Forum,,20231213,MIL,IND,MIL,IND
"Wed, Dec 13, 2023",8:00p,Los Angeles Lakers,122,San Antonio Spurs,119,Box Score,,18354.0,Frost Bank Center,,20231213,SAS,LAL,SAS,LAL
"Wed, Dec 13, 2023",9:00p,Brooklyn Nets,116,Phoenix Suns,112,Box Score,,17071.0,Footprint Center,,20231213,PHO,BRK,PHO,BRK
"Wed, Dec 13, 2023",9:00p,New York Knicks,113,Utah Jazz,117,Box Score,,18206.0,Delta Center,,20231213,UTA,NYK,UTA,NYK
"Thu, Dec 14, 2023",7:30p,Cleveland Cavaliers,107,Boston Celtics,116,Box Score,,19156.0,TD Garden,,20231214,BOS,CLE,BOS,CLE
"Thu, Dec 14, 2023",7:30p,Chicago Bulls,124,Miami Heat,116,Box Score,,19653.0,Kaseya Center,,20231214,MIA,CHI,MIA,CHI
"Thu, Dec 14, 2023",8:30p,Minnesota Timberwolves,119,Dallas Mavericks,101,Box Score,,20177.0,American Airlines Center,,20231214,DAL,MIN,DAL,MIN
"Thu, Dec 14, 2023",9:00p,Brooklyn Nets,101,Denver Nuggets,124,Box Score,,19636.0,Ball Arena,,20231214,DEN,BRK,DEN,BRK
"Thu, Dec 14, 2023",10:00p,Utah Jazz,122,Portland Trail Blazers,114,Box Score,,17842.0,Moda Center,,20231214,POR,UTA,POR,UTA
"Thu, Dec 14, 2023",10:00p,Oklahoma City Thunder,123,Sacramento Kings,128,Box Score,,17794.0,Golden 1 Center,,20231214,SAC,OKC,SAC,OKC
"Thu, Dec 14, 2023",10:30p,Golden State Warriors,113,Los Angeles Clippers,121,Box Score,,19370.0,Crypto.com Arena,,20231214,LAC,GSW,LAC,GSW
"Fri, Dec 15, 2023",7:00p,New Orleans Pelicans,112,Charlotte Hornets,107,Box Score,,16080.0,Spectrum Center,,20231215,CHO,NOP,CHO,NOP
"Fri, Dec 15, 2023",7:00p,Detroit Pistons,92,Philadelphia 76ers,124,Box Score,,19761.0,Wells Fargo Center,,20231215,PHI,DET,PHI,DET
"Fri, Dec 15, 2023",7:00p,Indiana Pacers,123,Washington Wizards,137,Box Score,,15208.0,Capital One Arena,,20231215,WAS,IND,WAS,IND
"Fri, Dec 15, 2023",7:30p,Orlando Magic,111,Boston Celtics,128,Box Score,,19156.0,TD Garden,,20231215,BOS,ORL,BOS,ORL
"Fri, Dec 15, 2023",7:30p,Los Angeles Lakers,115,San Antonio Spurs,129,Box Score,,18354.0,Frost Bank Center,,20231215,SAS,LAL,SAS,LAL
"Fri, Dec 15, 2023",7:30p,Atlanta Hawks,125,Toronto Raptors,104,Box Score,,19800.0,Scotiabank Arena,,20231215,TOR,ATL,TOR,ATL
"Fri, Dec 15, 2023",8:00p,Houston Rockets,103,Memphis Grizzlies,96,Box Score,,16941.0,FedEx Forum,,20231215,MEM,HOU,MEM,HOU
"Fri, Dec 15, 2023",10:00p,New York Knicks,139,Phoenix Suns,122,Box Score,,17071.0,Footprint Center,,20231215,PHO,NYK,PHO,NYK
"Sat, Dec 16, 2023",6:00p,Detroit Pistons,114,Milwaukee Bucks,146,Box Score,,17666.0,Fiserv Forum,,20231216,MIL,DET,MIL,DET
"Sat, Dec 16, 2023",7:00p,Philadelphia 76ers,135,Charlotte Hornets,82,Box Score,,17829.0,Spectrum Center,,20231216,CHO,PHI,CHO,PHI
"Sat, Dec 16, 2023",7:30p,Atlanta Hawks,119,Cleveland Cavaliers,127,Box Score,,19432.0,Rocket Mortgage Fieldhouse,,20231216,CLE,ATL,CLE,ATL
"Sat, Dec 16, 2023",8:00p,Chicago Bulls,116,Miami Heat,118,Box Score,,19815.0,Kaseya Center,,20231216,MIA,CHI,MIA,CHI
"Sat, Dec 16, 2023",8:00p,Indiana Pacers,109,Minnesota Timberwolves,127,Box Score,,18024.0,Target Center,,20231216,MIN,IND,MIN,IND
"Sat, Dec 16, 2023",8:30p,Brooklyn Nets,120,Golden State Warriors,124,Box Score,,18064.0,Chase Center,,20231216,GSW,BRK,GSW,BRK
"Sat, Dec 16, 2023",9:00p,Oklahoma City Thunder,118,Denver Nuggets,117,Box Score,,19611.0,Ball Arena,,20231216,DEN,OKC,DEN,OKC
"Sat, Dec 16, 2023",9:00p,Dallas Mavericks,131,Portland Trail Blazers,120,Box Score,,18439.0,Moda Center,,20231216,POR,DAL,POR,DAL
"Sat, Dec 16, 2023",10:00p,Utah Jazz,104,Sacramento Kings,125,Box Score,,17794.0,Golden 1 Center,,20231216,SAC,UTA,SAC,UTA
"Sat, Dec 16, 2023",10:30p,New York Knicks,122,Los Angeles Clippers,144,Box Score,,19370.0,Crypto.com Arena,,20231216,LAC,NYK,LAC,NYK
"Sun, Dec 17, 2023",3:00p,Orlando Magic,97,Boston Celtics,114,Box Score,,19156.0,TD Garden,,20231217,BOS,ORL,BOS,ORL
"Sun, Dec 17, 2023",3:30p,New Orleans Pelicans,146,San Antonio Spurs,110,Box Score,,18354.0,Frost Bank Center,,20231217,SAS,NOP,SAS,NOP
"Sun, Dec 17, 2023",7:00p,Houston Rockets,119,Milwaukee Bucks,128,Box Score,,17341.0,Fiserv Forum,,20231217,MIL,HOU,MIL,HOU
"Sun, Dec 17, 2023",8:00p,Washington Wizards,108,Phoenix Suns,112,Box Score,,17071.0,Footprint Center,,20231217,PHO,WAS,PHO,WAS
"Sun, Dec 17, 2023",9:00p,Golden State Warriors,118,Portland Trail Blazers,114,Box Score,,18547.0,Moda Center,,20231217,POR,GSW,POR,GSW
"Mon, Dec 18, 2023",7:00p,Houston Rockets,130,Cleveland Cavaliers,135,Box Score,OT,19432.0,Rocket Mortgage Fieldhouse,,20231218,CLE,HOU,CLE,HOU
"Mon, Dec 18, 2023",7:00p,Los Angeles Clippers,151,Indiana Pacers,127,Box Score,,16665.0,Gainbridge Fieldhouse,,20231218,IND,LAC,IND,LAC
"Mon, Dec 18, 2023",7:00p,Chicago Bulls,108,Philadelphia 76ers,104,Box Score,,19773.0,Wells Fargo Center,,20231218,PHI,CHI,PHI,CHI
"Mon, Dec 18, 2023",7:30p,Detroit Pistons,124,Atlanta Hawks,130,Box Score,,17664.0,State Farm Arena,,20231218,ATL,DET,ATL,DET
"Mon, Dec 18, 2023",7:30p,Minnesota Timberwolves,112,Miami Heat,108,Box Score,,19819.0,Kaseya Center,,20231218,MIA,MIN,MIA,MIN
"Mon, Dec 18, 2023",7:30p,Charlotte Hornets,99,Toronto Raptors,114,Box Score,,19288.0,Scotiabank Arena,,20231218,TOR,CHO,TOR,CHO
"Mon, Dec 18, 2023",8:00p,Memphis Grizzlies,97,Oklahoma City Thunder,116,Box Score,,16409.0,Paycom Center,,20231218,OKC,MEM,OKC,MEM
"Mon, Dec 18, 2023",9:00p,Dallas Mavericks,104,Denver Nuggets,130,Box Score,,19659.0,Ball Arena,,20231218,DEN,DAL,DEN,DAL
"Mon, Dec 18, 2023",9:00p,Brooklyn Nets,108,Utah Jazz,125,Box Score,,18206.0,Delta Center,,20231218,UTA,BRK,UTA,BRK
"Mon, Dec 18, 2023",10:00p,Washington Wizards,131,Sacramento Kings,143,Box Score,,17794.0,Golden 1 Center,,20231218,SAC,WAS,SAC,WAS
"Mon, Dec 18, 2023",10:30p,New York Knicks,114,Los Angeles Lakers,109,Box Score,,18997.0,Crypto.com Arena,,20231218,LAL,NYK,LAL,NYK
"Tue, Dec 19, 2023",7:30p,Memphis Grizzlies,115,New Orleans Pelicans,113,Box Score,,18355.0,Smoothie King Center,,20231219,NOP,MEM,NOP,MEM
"Tue, Dec 19, 2023",8:00p,San Antonio Spurs,119,Milwaukee Bucks,132,Box Score,,17729.0,Fiserv Forum,,20231219,MIL,SAS,MIL,SAS
"Tue, Dec 19, 2023",10:00p,Boston Celtics,126,Golden State Warriors,132,Box Score,OT,18064.0,Chase Center,,20231219,GSW,BOS,GSW,BOS
"Tue, Dec 19, 2023",10:00p,Phoenix Suns,104,Portland Trail Blazers,109,Box Score,,18233.0,Moda Center,,20231219,POR,PHO,POR,PHO
"Wed, Dec 20, 2023",7:00p,Utah Jazz,116,Cleveland Cavaliers,124,Box Score,,19432.0,Rocket Mortgage Fieldhouse,,20231220,CLE,UTA,CLE,UTA
"Wed, Dec 20, 2023",7:00p,Charlotte Hornets,113,Indiana Pacers,144,Box Score,,16761.0,Gainbridge Fieldhouse,,20231220,IND,CHO,IND,CHO
"Wed, Dec 20, 2023",7:00p,Miami Heat,115,Orlando Magic,106,Box Score,,19129.0,Kia Center,,20231220,ORL,MIA,ORL,MIA
"Wed, Dec 20, 2023",7:00p,Minnesota Timberwolves,113,Philadelphia 76ers,127,Box Score,,20365.0,Wells Fargo Center,,20231220,PHI,MIN,PHI,MIN
"Wed, Dec 20, 2023",7:30p,New York Knicks,121,Brooklyn Nets,102,Box Score,,18071.0,Barclays Center,,20231220,BRK,NYK,BRK,NYK
"Wed, Dec 20, 2023",7:30p,Denver Nuggets,113,Toronto Raptors,104,Box Score,,19800.0,Scotiabank Arena,,20231220,TOR,DEN,TOR,DEN
"Wed, Dec 20, 2023",8:00p,Los Angeles Lakers,108,Chicago Bulls,124,Box Score,,21234.0,United Center,,20231220,CHI,LAL,CHI,LAL
"Wed, Dec 20, 2023",8:00p,Atlanta Hawks,134,Houston Rockets,127,Box Score,,18055.0,Toyota Center,,20231220,HOU,ATL,HOU,ATL
"Wed, Dec 20, 2023",8:30p,Los Angeles Clippers,120,Dallas Mavericks,111,Box Score,,20310.0,American Airlines Center,,20231220,DAL,LAC,DAL,LAC
"Wed, Dec 20, 2023",10:00p,Boston Celtics,144,Sacramento Kings,119,Box Score,,17874.0,Golden 1 Center,,20231220,SAC,BOS,SAC,BOS
"Thu, Dec 21, 2023",7:00p,Utah Jazz,119,Detroit Pistons,111,Box Score,,18122.0,Little Caesars Arena,,20231221,DET,UTA,DET,UTA
"Thu, Dec 21, 2023",7:30p,New Orleans Pelicans,123,Cleveland Cavaliers,104,Box Score,,19432.0,Rocket Mortgage Fieldhouse,,20231221,CLE,NOP,CLE,NOP
"Thu, Dec 21, 2023",8:00p,San Antonio Spurs,95,Chicago Bulls,114,Box Score,,20697.0,United Center,,20231221,CHI,SAS,CHI,SAS
"Thu, Dec 21, 2023",8:00p,Indiana Pacers,103,Memphis Grizzlies,116,Box Score,,18160.0,FedEx Forum,,20231221,MEM,IND,MEM,IND
"Thu, Dec 21, 2023",8:00p,Orlando Magic,114,Milwaukee Bucks,118,Box Score,,17928.0,Fiserv Forum,,20231221,MIL,ORL,MIL,ORL
"Thu, Dec 21, 2023",8:00p,Los Angeles Clippers,115,Oklahoma City Thunder,134,Box Score,,18203.0,Paycom Center,,20231221,OKC,LAC,OKC,LAC
"Thu, Dec 21, 2023",9:00p,Los Angeles Lakers,111,Minnesota Timberwolves,118,Box Score,,18024.0,Target Center,,20231221,MIN,LAL,MIN,LAL
"Thu, Dec 21, 2023",10:00p,Washington Wizards,118,Portland Trail Blazers,117,Box Score,,18690.0,Moda Center,,20231221,POR,WAS,POR,WAS
"Fri, Dec 22, 2023",7:00p,Toronto Raptors,111,Philadelphia 76ers,121,Box Score,,20230.0,Wells Fargo Center,,20231222,PHI,TOR,PHI,TOR
"Fri, Dec 22, 2023",7:30p,Denver Nuggets,122,Brooklyn Nets,117,Box Score,,17732.0,Barclays Center,,20231222,BRK,DEN,BRK,DEN
"Fri, Dec 22, 2023",8:00p,Dallas Mavericks,96,Houston Rockets,122,Box Score,,18055.0,Toyota Center,,20231222,HOU,DAL,HOU,DAL
"Fri, Dec 22, 2023",8:00p,Atlanta Hawks,113,Miami Heat,122,Box Score,,20029.0,Kaseya Center,,20231222,MIA,ATL,MIA,ATL
"Fri, Dec 22, 2023",10:00p,Washington Wizards,118,Golden State Warriors,129,Box Score,,18064.0,Chase Center,,20231222,GSW,WAS,GSW,WAS
"Fri, Dec 22, 2023",10:00p,Phoenix Suns,105,Sacramento Kings,120,Box Score,,17794.0,Golden 1 Center,,20231222,SAC,PHO,SAC,PHO
"Sat, Dec 23, 2023",12:30p,Milwaukee Bucks,130,New York Knicks,111,Box Score,,19812.0,Madison Square Garden (IV),,20231223,NYK,MIL,NYK,MIL
"Sat, Dec 23, 2023",3:30p,Boston Celtics,145,Los Angeles Clippers,108,Box Score,,19370.0,Crypto.com Arena,,20231223,LAC,BOS,LAC,BOS
"Sat, Dec 23, 2023",7:00p,Denver Nuggets,102,Charlotte Hornets,95,Box Score,,19165.0,Spectrum Center,,20231223,CHO,DEN,CHO,DEN
"Sat, Dec 23, 2023",7:00p,Orlando Magic,117,Indiana Pacers,110,Box Score,,17274.0,Gainbridge Fieldhouse,,20231223,IND,ORL,IND,ORL
"Sat, Dec 23, 2023",7:00p,Houston Rockets,106,New Orleans Pelicans,104,Box Score,,17399.0,Smoothie King Center,,20231223,NOP,HOU,NOP,HOU
"Sat, Dec 23, 2023",7:30p,Memphis Grizzlies,125,Atlanta Hawks,119,Box Score,,17632.0,State Farm Arena,,20231223,ATL,MEM,ATL,MEM
"Sat, Dec 23, 2023",7:30p,Detroit Pistons,115,Brooklyn Nets,126,Box Score,,17732.0,Barclays Center,,20231223,BRK,DET,BRK,DET
"Sat, Dec 23, 2023",7:30p,Utah Jazz,126,Toronto Raptors,119,Box Score,,19420.0,Scotiabank Arena,,20231223,TOR,UTA,TOR,UTA
"Sat, Dec 23, 2023",8:00p,Cleveland Cavaliers,109,Chicago Bulls,95,Box Score,,19583.0,United Center,,20231223,CHI,CLE,CHI,CLE
"Sat, Dec 23, 2023",8:00p,Los Angeles Lakers,129,Oklahoma City Thunder,120,Box Score,,18203.0,Paycom Center,,20231223,OKC,LAL,OKC,LAL
"Sat, Dec 23, 2023",8:30p,San Antonio Spurs,119,Dallas Mavericks,144,Box Score,,20409.0,American Airlines Center,,20231223,DAL,SAS,DAL,SAS
"Sat, Dec 23, 2023",8:30p,Portland Trail Blazers,106,Golden State Warriors,126,Box Score,,18064.0,Chase Center,,20231223,GSW,POR,GSW,POR
"Sat, Dec 23, 2023",10:00p,Minnesota Timberwolves,110,Sacramento Kings,98,Box Score,,17983.0,Golden 1 Center,,20231223,SAC,MIN,SAC,MIN
"Mon, Dec 25, 2023",12:00p,Milwaukee Bucks,122,New York Knicks,129,Box Score,,19812.0,Madison Square Garden (IV),,20231225,NYK,MIL,NYK,MIL
"Mon, Dec 25, 2023",2:30p,Golden State Warriors,114,Denver Nuggets,120,Box Score,,19811.0,Ball Arena,,20231225,DEN,GSW,DEN,GSW
"Mon, Dec 25, 2023",5:00p,Boston Celtics,126,Los Angeles Lakers,115,Box Score,,18997.0,Crypto.com Arena,,20231225,LAL,BOS,LAL,BOS
"Mon, Dec 25, 2023",8:00p,Philadelphia 76ers,113,Miami Heat,119,Box Score,,20162.0,Kaseya Center,,20231225,MIA,PHI,MIA,PHI
"Mon, Dec 25, 2023",10:30p,Dallas Mavericks,128,Phoenix Suns,114,Box Score,,17071.0,Footprint Center,,20231225,PHO,DAL,PHO,DAL
"Tue, Dec 26, 2023",7:00p,Brooklyn Nets,118,Detroit Pistons,112,Box Score,,19811.0,Little Caesars Arena,,20231226,DET,BRK,DET,BRK
"Tue, Dec 26, 2023",7:00p,Orlando Magic,127,Washington Wizards,119,Box Score,,16293.0,Capital One Arena,,20231226,WAS,ORL,WAS,ORL
"Tue, Dec 26, 2023",8:00p,Atlanta Hawks,113,Chicago Bulls,118,Box Score,,21420.0,United Center,,20231226,CHI,ATL,CHI,ATL
"Tue, Dec 26, 2023",8:00p,Indiana Pacers,123,Houston Rockets,117,Box Score,,18055.0,Toyota Center,,20231226,HOU,IND,HOU,IND
"Tue, Dec 26, 2023",8:00p,Memphis Grizzlies,116,New Orleans Pelicans,115,Box Score,OT,18538.0,Smoothie King Center,,20231226,NOP,MEM,NOP,MEM
"Tue, Dec 26, 2023",8:00p,Minnesota Timberwolves,106,Oklahoma City Thunder,129,Box Score,,18203.0,Paycom Center,,20231226,OKC,MIN,OKC,MIN
"Tue, Dec 26, 2023",8:00p,Utah Jazz,130,San Antonio Spurs,118,Box Score,,18579.0,Frost Bank Center,,20231226,SAS,UTA,SAS,UTA
"Tue, Dec 26, 2023",10:00p,Sacramento Kings,113,Portland Trail Blazers,130,Box Score,,18585.0,Moda Center,,20231226,POR,SAC,POR,SAC
"Tue, Dec 26, 2023",10:30p,Charlotte Hornets,104,Los Angeles Clippers,113,Box Score,,19370.0,Crypto.com Arena,,20231226,LAC,CHO,LAC,CHO
"Wed, Dec 27, 2023",7:00p,Philadelphia 76ers,112,Orlando Magic,92,Box Score,,19179.0,Kia Center,,20231227,ORL,PHI,ORL,PHI
"Wed, Dec 27, 2023",7:00p,Toronto Raptors,132,Washington Wizards,102,Box Score,,15437.0,Capital One Arena,,20231227,WAS,TOR,WAS,TOR
"Wed, Dec 27, 2023",7:30p,Milwaukee Bucks,144,Brooklyn Nets,122,Box Score,,18199.0,Barclays Center,,20231227,BRK,MIL,BRK,MIL
"Wed, Dec 27, 2023",8:00p,Phoenix Suns,129,Houston Rockets,113,Box Score,,18055.0,Toyota Center,,20231227,HOU,PHO,HOU,PHO
"Wed, Dec 27, 2023",8:00p,New York Knicks,120,Oklahoma City Thunder,129,Box Score,,18203.0,Paycom Center,,20231227,OKC,NYK,OKC,NYK
"Wed, Dec 27, 2023",8:30p,Cleveland Cavaliers,113,Dallas Mavericks,110,Box Score,,20377.0,American Airlines Center,,20231227,DAL,CLE,DAL,CLE
"Thu, Dec 28, 2023",7:30p,Detroit Pistons,122,Boston Celtics,128,Box Score,OT,19156.0,TD Garden,,20231228,BOS,DET,BOS,DET
"Thu, Dec 28, 2023",8:00p,Indiana Pacers,120,Chicago Bulls,104,Box Score,,21568.0,United Center,,20231228,CHI,IND,CHI,IND
"Thu, Dec 28, 2023",8:00p,Dallas Mavericks,110,Minnesota Timberwolves,118,Box Score,,18024.0,Target Center,,20231228,MIN,DAL,MIN,DAL
"Thu, Dec 28, 2023",8:00p,Utah Jazz,105,New Orleans Pelicans,112,Box Score,,17753.0,Smoothie King Center,,20231228,NOP,UTA,NOP,UTA
"Thu, Dec 28, 2023",9:00p,Memphis Grizzlies,105,Denver Nuggets,142,Box Score,,19733.0,Ball Arena,,20231228,DEN,MEM,DEN,MEM
"Thu, Dec 28, 2023",10:00p,Miami Heat,114,Golden State Warriors,102,Box Score,,18064.0,Chase Center,,20231228,GSW,MIA,GSW,MIA
"Thu, Dec 28, 2023",10:00p,San Antonio Spurs,118,Portland Trail Blazers,105,Box Score,,19335.0,Moda Center,,20231228,POR,SAS,POR,SAS
"Thu, Dec 28, 2023",10:30p,Charlotte Hornets,112,Los Angeles Lakers,133,Box Score,,18997.0,Crypto.com Arena,,20231228,LAL,CHO,LAL,CHO
"Fri, Dec 29, 2023",7:00p,New York Knicks,108,Orlando Magic,117,Box Score,,19587.0,Kia Center,,20231229,ORL,NYK,ORL,NYK
"Fri, Dec 29, 2023",7:00p,Brooklyn Nets,104,Washington Wizards,110,Box Score,,16825.0,Capital One Arena,,20231229,WAS,BRK,WAS,BRK
"Fri, Dec 29, 2023",7:30p,Sacramento Kings,117,Atlanta Hawks,110,Box Score,,18305.0,State Farm Arena,,20231229,ATL,SAC,ATL,SAC
"Fri, Dec 29, 2023",7:30p,Toronto Raptors,118,Boston Celtics,120,Box Score,,19156.0,TD Garden,,20231229,BOS,TOR,BOS,TOR
"Fri, Dec 29, 2023",7:30p,Milwaukee Bucks,119,Cleveland Cavaliers,111,Box Score,,19432.0,Rocket Mortgage Fieldhouse,,20231229,CLE,MIL,CLE,MIL
"Fri, Dec 29, 2023",8:00p,Philadelphia 76ers,131,Houston Rockets,127,Box Score,,18055.0,Toyota Center,,20231229,HOU,PHI,HOU,PHI
"Fri, Dec 29, 2023",9:00p,Oklahoma City Thunder,119,Denver Nuggets,93,Box Score,,19808.0,Ball Arena,,20231229,DEN,OKC,DEN,OKC
"Fri, Dec 29, 2023",9:00p,Charlotte Hornets,119,Phoenix Suns,133,Box Score,,17071.0,Footprint Center,,20231229,PHO,CHO,PHO,CHO
"Fri, Dec 29, 2023",10:00p,San Antonio Spurs,128,Portland Trail Blazers,134,Box Score,,18861.0,Moda Center,,20231229,POR,SAS,POR,SAS
"Fri, Dec 29, 2023",10:30p,Memphis Grizzlies,106,Los Angeles Clippers,117,Box Score,,19370.0,Crypto.com Arena,,20231229,LAC,MEM,LAC,MEM
"Sat, Dec 30, 2023",5:00p,Miami Heat,109,Utah Jazz,117,Box Score,,18206.0,Delta Center,,20231230,UTA,MIA,UTA,MIA
"Sat, Dec 30, 2023",6:00p,Toronto Raptors,127,Detroit Pistons,129,Box Score,,18411.0,Little Caesars Arena,,20231230,DET,TOR,DET,TOR
"Sat, Dec 30, 2023",7:00p,New York Knicks,126,Indiana Pacers,140,Box Score,,17274.0,Gainbridge Fieldhouse,,20231230,IND,NYK,IND,NYK
"Sat, Dec 30, 2023",8:00p,Philadelphia 76ers,92,Chicago Bulls,105,Box Score,,21648.0,United Center,,20231230,CHI,PHI,CHI,PHI
"Sat, Dec 30, 2023",8:00p,Los Angeles Lakers,106,Minnesota Timberwolves,108,Box Score,,18024.0,Target Center,,20231230,MIN,LAL,MIN,LAL
"Sat, Dec 30, 2023",8:30p,Dallas Mavericks,132,Golden State Warriors,122,Box Score,,18064.0,Chase Center,,20231230,GSW,DAL,GSW,DAL
"Sun, Dec 31, 2023",3:00p,Atlanta Hawks,130,Washington Wizards,126,Box Score,,17042.0,Capital One Arena,,20231231,WAS,ATL,WAS,ATL
"Sun, Dec 31, 2023",7:00p,Los Angeles Lakers,109,New Orleans Pelicans,129,Box Score,,18434.0,Smoothie King Center,,20231231,NOP,LAL,NOP,LAL
"Sun, Dec 31, 2023",7:00p,Brooklyn Nets,108,Oklahoma City Thunder,124,Box Score,,18203.0,Paycom Center,,20231231,OKC,BRK,OKC,BRK
"Sun, Dec 31, 2023",7:00p,Boston Celtics,134,San Antonio Spurs,101,Box Score,,18886.0,Frost Bank Center,,20231231,SAS,BOS,SAS,BOS
"Sun, Dec 31, 2023",8:00p,Sacramento Kings,123,Memphis Grizzlies,92,Box Score,,17794.0,FedEx Forum,,20231231,MEM,SAC,MEM,SAC
"Sun, Dec 31, 2023",8:00p,Orlando Magic,107,Phoenix Suns,112,Box Score,,17071.0,Footprint Center,,20231231,PHO,ORL,PHO,ORL
