Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,Arena,Notes,f_Date,Home_s,Visitor_s,Home_abbr,Away_abbr
"Wed, Feb 14, 2024",8:30p,San Antonio Spurs,93,Dallas Mavericks,116,Box Score,,20311.0,American Airlines Center,,20240214,DAL,SAS,DAL,SAS
"Wed, Feb 14, 2024",9:00p,Sacramento Kings,102,Denver Nuggets,98,Box Score,,19617.0,Ball Arena,,20240214,DEN,SAC,DEN,SAC
"Wed, Feb 14, 2024",9:00p,Detroit Pistons,100,Phoenix Suns,116,Box Score,,17071.0,Footprint Center,,20240214,PHO,DET,PHO,DET
"Wed, Feb 14, 2024",9:00p,Los Angeles Lakers,138,Utah Jazz,122,Box Score,,18206.0,Delta Center,,20240214,UTA,LAL,UTA,LAL
"Wed, Feb 14, 2024",10:00p,Los Angeles Clippers,130,Golden State Warriors,125,Box Score,,18064.0,Chase Center,,20240214,GSW,LAC,GSW,LAC
"Thu, Feb 15, 2024",8:30p,Milwaukee Bucks,110,Memphis Grizzlies,113,Box Score,,16544.0,FedEx Forum,,20240215,MEM,MIL,MEM,MIL
"Thu, Feb 15, 2024",9:00p,Golden State Warriors,140,Utah Jazz,137,Box Score,,18206.0,Delta Center,,20240215,UTA,GSW,UTA,GSW
"Thu, Feb 15, 2024",10:00p,Minnesota Timberwolves,128,Portland Trail Blazers,91,Box Score,,18606.0,Moda Center,,20240215,POR,MIN,POR,MIN
"Thu, Feb 22, 2024",7:00p,Orlando Magic,116,Cleveland Cavaliers,109,Box Score,,19432.0,Rocket Mortgage Fieldhouse,,20240222,CLE,ORL,CLE,ORL
"Thu, Feb 22, 2024",7:00p,Detroit Pistons,115,Indiana Pacers,129,Box Score,,16506.0,Gainbridge Fieldhouse,,20240222,IND,DET,IND,DET
"Thu, Feb 22, 2024",7:00p,New York Knicks,110,Philadelphia 76ers,96,Box Score,,21094.0,Wells Fargo Center,,20240222,PHI,NYK,PHI,NYK
"Thu, Feb 22, 2024",7:00p,Brooklyn Nets,93,Toronto Raptors,121,Box Score,,19800.0,Scotiabank Arena,,20240222,TOR,BRK,TOR,BRK
"Thu, Feb 22, 2024",7:30p,Phoenix Suns,113,Dallas Mavericks,123,Box Score,,20377.0,American Airlines Center,,20240222,DAL,PHO,DAL,PHO
"Thu, Feb 22, 2024",8:00p,Boston Celtics,129,Chicago Bulls,112,Box Score,,20313.0,United Center,,20240222,CHI,BOS,CHI,BOS
"Thu, Feb 22, 2024",8:00p,Houston Rockets,105,New Orleans Pelicans,127,Box Score,,17421.0,Smoothie King Center,,20240222,NOP,HOU,NOP,HOU
"Thu, Feb 22, 2024",8:00p,Los Angeles Clippers,107,Oklahoma City Thunder,129,Box Score,,18203.0,Paycom Center,,20240222,OKC,LAC,OKC,LAC
"Thu, Feb 22, 2024",9:00p,Washington Wizards,110,Denver Nuggets,130,Box Score,,19621.0,Ball Arena,,20240222,DEN,WAS,DEN,WAS
"Thu, Feb 22, 2024",9:00p,Charlotte Hornets,115,Utah Jazz,107,Box Score,,18206.0,Delta Center,,20240222,UTA,CHO,UTA,CHO
"Thu, Feb 22, 2024",10:00p,Los Angeles Lakers,110,Golden State Warriors,128,Box Score,,18064.0,Chase Center,,20240222,GSW,LAL,GSW,LAL
"Thu, Feb 22, 2024",10:00p,San Antonio Spurs,122,Sacramento Kings,127,Box Score,,18153.0,Golden 1 Center,,20240222,SAC,SAS,SAC,SAS
"Fri, Feb 23, 2024",7:30p,Toronto Raptors,123,Atlanta Hawks,121,Box Score,,17625.0,State Farm Arena,,20240223,ATL,TOR,ATL,TOR
"Fri, Feb 23, 2024",7:30p,Cleveland Cavaliers,97,Philadelphia 76ers,104,Box Score,,19938.0,Wells Fargo Center,,20240223,PHI,CLE,PHI,CLE
"Fri, Feb 23, 2024",8:00p,Phoenix Suns,110,Houston Rockets,114,Box Score,,18055.0,Toyota Center,,20240223,HOU,PHO,HOU,PHO
"Fri, Feb 23, 2024",8:00p,Los Angeles Clippers,101,Memphis Grizzlies,95,Box Score,,17255.0,FedEx Forum,,20240223,MEM,LAC,MEM,LAC
"Fri, Feb 23, 2024",8:00p,Miami Heat,106,New Orleans Pelicans,95,Box Score,,18658.0,Smoothie King Center,,20240223,NOP,MIA,NOP,MIA
"Fri, Feb 23, 2024",8:00p,Washington Wizards,106,Oklahoma City Thunder,147,Box Score,,18203.0,Paycom Center,,20240223,OKC,WAS,OKC,WAS
"Fri, Feb 23, 2024",10:00p,Charlotte Hornets,84,Golden State Warriors,97,Box Score,,18064.0,Chase Center,,20240223,GSW,CHO,GSW,CHO
"Fri, Feb 23, 2024",10:00p,Milwaukee Bucks,112,Minnesota Timberwolves,107,Box Score,,18024.0,Target Center,,20240223,MIN,MIL,MIN,MIL
"Fri, Feb 23, 2024",10:00p,Denver Nuggets,127,Portland Trail Blazers,112,Box Score,,18898.0,Moda Center,,20240223,POR,DEN,POR,DEN
"Fri, Feb 23, 2024",10:30p,San Antonio Spurs,118,Los Angeles Lakers,123,Box Score,,18997.0,Crypto.com Arena,,20240223,LAL,SAS,LAL,SAS
"Sat, Feb 24, 2024",8:00p,Orlando Magic,112,Detroit Pistons,109,Box Score,,19388.0,Little Caesars Arena,,20240224,DET,ORL,DET,ORL
"Sat, Feb 24, 2024",8:30p,Boston Celtics,116,New York Knicks,102,Box Score,,19812.0,Madison Square Garden (IV),,20240224,NYK,BOS,NYK,BOS
"Sat, Feb 24, 2024",9:00p,Brooklyn Nets,86,Minnesota Timberwolves,101,Box Score,,18024.0,Target Center,,20240224,MIN,BRK,MIN,BRK
"Sun, Feb 25, 2024",1:00p,Milwaukee Bucks,119,Philadelphia 76ers,98,Box Score,,19831.0,Wells Fargo Center,,20240225,PHI,MIL,PHI,MIL
"Sun, Feb 25, 2024",3:30p,Los Angeles Lakers,113,Phoenix Suns,123,Box Score,,17071.0,Footprint Center,,20240225,PHO,LAL,PHO,LAL
"Sun, Feb 25, 2024",5:00p,Dallas Mavericks,111,Indiana Pacers,133,Box Score,,17274.0,Gainbridge Fieldhouse,,20240225,IND,DAL,IND,DAL
"Sun, Feb 25, 2024",6:00p,Cleveland Cavaliers,114,Washington Wizards,105,Box Score,,17895.0,Capital One Arena,,20240225,WAS,CLE,WAS,CLE
"Sun, Feb 25, 2024",7:00p,Orlando Magic,92,Atlanta Hawks,109,Box Score,,17173.0,State Farm Arena,,20240225,ATL,ORL,ATL,ORL
"Sun, Feb 25, 2024",7:00p,Denver Nuggets,119,Golden State Warriors,103,Box Score,,18064.0,Chase Center,,20240225,GSW,DEN,GSW,DEN
"Sun, Feb 25, 2024",7:00p,Oklahoma City Thunder,123,Houston Rockets,110,Box Score,,18055.0,Toyota Center,,20240225,HOU,OKC,HOU,OKC
"Sun, Feb 25, 2024",7:00p,Chicago Bulls,114,New Orleans Pelicans,106,Box Score,,18684.0,Smoothie King Center,,20240225,NOP,CHI,NOP,CHI
"Sun, Feb 25, 2024",8:00p,San Antonio Spurs,109,Utah Jazz,128,Box Score,,18206.0,Delta Center,,20240225,UTA,SAS,UTA,SAS
"Sun, Feb 25, 2024",9:00p,Charlotte Hornets,93,Portland Trail Blazers,80,Box Score,,17888.0,Moda Center,,20240225,POR,CHO,POR,CHO
"Sun, Feb 25, 2024",9:30p,Sacramento Kings,123,Los Angeles Clippers,107,Box Score,,19370.0,Crypto.com Arena,,20240225,LAC,SAC,LAC,SAC
"Mon, Feb 26, 2024",7:00p,Toronto Raptors,130,Indiana Pacers,122,Box Score,,16026.0,Gainbridge Fieldhouse,,20240226,IND,TOR,IND,TOR
"Mon, Feb 26, 2024",7:30p,Detroit Pistons,111,New York Knicks,113,Box Score,,19303.0,Madison Square Garden (IV),,20240226,NYK,DET,NYK,DET
"Mon, Feb 26, 2024",8:00p,Brooklyn Nets,111,Memphis Grizzlies,86,Box Score,,15417.0,FedEx Forum,,20240226,MEM,BRK,MEM,BRK
"Mon, Feb 26, 2024",10:00p,Miami Heat,121,Sacramento Kings,110,Box Score,,17832.0,Golden 1 Center,,20240226,SAC,MIA,SAC,MIA
"Tue, Feb 27, 2024",7:00p,Dallas Mavericks,119,Cleveland Cavaliers,121,Box Score,,19432.0,Rocket Mortgage Fieldhouse,,20240227,CLE,DAL,CLE,DAL
"Tue, Feb 27, 2024",7:00p,Brooklyn Nets,81,Orlando Magic,108,Box Score,,17708.0,Kia Center,,20240227,ORL,BRK,ORL,BRK
"Tue, Feb 27, 2024",7:00p,Golden State Warriors,123,Washington Wizards,112,Box Score,,20333.0,Capital One Arena,,20240227,WAS,GSW,WAS,GSW
"Tue, Feb 27, 2024",7:30p,Utah Jazz,97,Atlanta Hawks,124,Box Score,,17129.0,State Farm Arena,,20240227,ATL,UTA,ATL,UTA
"Tue, Feb 27, 2024",7:30p,Philadelphia 76ers,99,Boston Celtics,117,Box Score,,19156.0,TD Garden,,20240227,BOS,PHI,BOS,PHI
"Tue, Feb 27, 2024",7:30p,New Orleans Pelicans,115,New York Knicks,92,Box Score,,19812.0,Madison Square Garden (IV),,20240227,NYK,NOP,NYK,NOP
"Tue, Feb 27, 2024",8:00p,Detroit Pistons,105,Chicago Bulls,95,Box Score,,21089.0,United Center,,20240227,CHI,DET,CHI,DET
"Tue, Feb 27, 2024",8:00p,Charlotte Hornets,85,Milwaukee Bucks,123,Box Score,,17607.0,Fiserv Forum,,20240227,MIL,CHO,MIL,CHO
"Tue, Feb 27, 2024",8:00p,San Antonio Spurs,105,Minnesota Timberwolves,114,Box Score,,18024.0,Target Center,,20240227,MIN,SAS,MIN,SAS
"Tue, Feb 27, 2024",10:00p,Houston Rockets,95,Oklahoma City Thunder,112,Box Score,,17164.0,Paycom Center,,20240227,OKC,HOU,OKC,HOU
"Tue, Feb 27, 2024",10:00p,Miami Heat,106,Portland Trail Blazers,96,Box Score,,18143.0,Moda Center,,20240227,POR,MIA,POR,MIA
"Wed, Feb 28, 2024",7:30p,New Orleans Pelicans,114,Indiana Pacers,123,Box Score,,16010.0,Gainbridge Fieldhouse,,20240228,IND,NOP,IND,NOP
"Wed, Feb 28, 2024",7:30p,Dallas Mavericks,136,Toronto Raptors,125,Box Score,,19800.0,Scotiabank Arena,,20240228,TOR,DAL,TOR,DAL
"Wed, Feb 28, 2024",8:00p,Cleveland Cavaliers,123,Chicago Bulls,132,Box Score,2OT,21700.0,United Center,,20240228,CHI,CLE,CHI,CLE
"Wed, Feb 28, 2024",8:00p,Memphis Grizzlies,101,Minnesota Timberwolves,110,Box Score,,18024.0,Target Center,,20240228,MIN,MEM,MIN,MEM
"Wed, Feb 28, 2024",9:00p,Sacramento Kings,96,Denver Nuggets,117,Box Score,,19628.0,Ball Arena,,20240228,DEN,SAC,DEN,SAC
"Wed, Feb 28, 2024",10:00p,Los Angeles Lakers,116,Los Angeles Clippers,112,Box Score,,19370.0,Crypto.com Arena,,20240228,LAC,LAL,LAC,LAL
"Thu, Feb 29, 2024",7:00p,Milwaukee Bucks,111,Charlotte Hornets,99,Box Score,,18463.0,Spectrum Center,,20240229,CHO,MIL,CHO,MIL
"Thu, Feb 29, 2024",7:00p,Utah Jazz,107,Orlando Magic,115,Box Score,,17848.0,Kia Center,,20240229,ORL,UTA,ORL,UTA
"Thu, Feb 29, 2024",7:30p,Atlanta Hawks,97,Brooklyn Nets,124,Box Score,,17284.0,Barclays Center,,20240229,BRK,ATL,BRK,ATL
"Thu, Feb 29, 2024",7:30p,Golden State Warriors,110,New York Knicks,99,Box Score,,19812.0,Madison Square Garden (IV),,20240229,NYK,GSW,NYK,GSW
"Thu, Feb 29, 2024",8:30p,Oklahoma City Thunder,118,San Antonio Spurs,132,Box Score,,18392.0,Frost Bank Center,,20240229,SAS,OKC,SAS,OKC
"Thu, Feb 29, 2024",9:00p,Houston Rockets,105,Phoenix Suns,110,Box Score,,17071.0,Footprint Center,,20240229,PHO,HOU,PHO,HOU
"Thu, Feb 29, 2024",10:00p,Miami Heat,97,Denver Nuggets,103,Box Score,,19634.0,Ball Arena,,20240229,DEN,MIA,DEN,MIA
"Thu, Feb 29, 2024",10:30p,Washington Wizards,131,Los Angeles Lakers,134,Box Score,OT,18997.0,Crypto.com Arena,,20240229,LAL,WAS,LAL,WAS
"Fri, Mar 1, 2024",7:00p,Cleveland Cavaliers,110,Detroit Pistons,100,Box Score,,19299.0,Little Caesars Arena,,20240301,DET,CLE,DET,CLE
"Fri, Mar 1, 2024",7:00p,Charlotte Hornets,114,Philadelphia 76ers,121,Box Score,,19788.0,Wells Fargo Center,,20240301,PHI,CHO,PHI,CHO
"Fri, Mar 1, 2024",7:30p,Dallas Mavericks,110,Boston Celtics,138,Box Score,,19156.0,TD Garden,,20240301,BOS,DAL,BOS,DAL
"Fri, Mar 1, 2024",7:30p,Golden State Warriors,120,Toronto Raptors,105,Box Score,,19800.0,Scotiabank Arena,,20240301,TOR,GSW,TOR,GSW
"Fri, Mar 1, 2024",8:00p,Portland Trail Blazers,122,Memphis Grizzlies,92,Box Score,,15493.0,FedEx Forum,,20240301,MEM,POR,MEM,POR
"Fri, Mar 1, 2024",8:00p,Sacramento Kings,124,Minnesota Timberwolves,120,Box Score,OT,18024.0,Target Center,,20240301,MIN,SAC,MIN,SAC
"Fri, Mar 1, 2024",8:00p,Indiana Pacers,102,New Orleans Pelicans,129,Box Score,,17898.0,Smoothie King Center,,20240301,NOP,IND,NOP,IND
"Fri, Mar 1, 2024",10:00p,Milwaukee Bucks,113,Chicago Bulls,97,Box Score,,21249.0,United Center,,20240301,CHI,MIL,CHI,MIL
"Fri, Mar 1, 2024",10:30p,Washington Wizards,115,Los Angeles Clippers,140,Box Score,,19370.0,Crypto.com Arena,,20240301,LAC,WAS,LAC,WAS
"Sat, Mar 2, 2024",3:00p,Atlanta Hawks,102,Brooklyn Nets,114,Box Score,,18075.0,Barclays Center,,20240302,BRK,ATL,BRK,ATL
"Sat, Mar 2, 2024",5:00p,Utah Jazz,120,Miami Heat,126,Box Score,,19858.0,Kaseya Center,,20240302,MIA,UTA,MIA,UTA
"Sat, Mar 2, 2024",8:00p,Portland Trail Blazers,107,Memphis Grizzlies,100,Box Score,OT,16381.0,FedEx Forum,,20240302,MEM,POR,MEM,POR
"Sat, Mar 2, 2024",8:30p,Denver Nuggets,124,Los Angeles Lakers,114,Box Score,,18997.0,Crypto.com Arena,,20240302,LAL,DEN,LAL,DEN
"Sat, Mar 2, 2024",9:00p,Houston Rockets,118,Phoenix Suns,109,Box Score,,17071.0,Footprint Center,,20240302,PHO,HOU,PHO,HOU
"Sun, Mar 3, 2024",1:00p,Philadelphia 76ers,120,Dallas Mavericks,116,Box Score,,20277.0,American Airlines Center,,20240303,DAL,PHI,DAL,PHI
"Sun, Mar 3, 2024",3:30p,Golden State Warriors,88,Boston Celtics,140,Box Score,,19156.0,TD Garden,,20240303,BOS,GSW,BOS,GSW
"Sun, Mar 3, 2024",3:30p,Los Angeles Clippers,89,Minnesota Timberwolves,88,Box Score,,18024.0,Target Center,,20240303,MIN,LAC,MIN,LAC
"Sun, Mar 3, 2024",6:00p,Detroit Pistons,91,Orlando Magic,113,Box Score,,19459.0,Kia Center,,20240303,ORL,DET,ORL,DET
"Sun, Mar 3, 2024",6:00p,Charlotte Hornets,106,Toronto Raptors,111,Box Score,,19512.0,Scotiabank Arena,,20240303,TOR,CHO,TOR,CHO
"Sun, Mar 3, 2024",7:00p,New York Knicks,107,Cleveland Cavaliers,98,Box Score,,19432.0,Rocket Mortgage Fieldhouse,,20240303,CLE,NYK,CLE,NYK
"Sun, Mar 3, 2024",7:00p,Indiana Pacers,105,San Antonio Spurs,117,Box Score,,18027.0,Frost Bank Center,,20240303,SAS,IND,SAS,IND
"Sun, Mar 3, 2024",9:30p,Oklahoma City Thunder,118,Phoenix Suns,110,Box Score,,17071.0,Footprint Center,,20240303,PHO,OKC,PHO,OKC
"Mon, Mar 4, 2024",7:30p,Memphis Grizzlies,106,Brooklyn Nets,102,Box Score,,15847.0,Barclays Center,,20240304,BRK,MEM,BRK,MEM
"Mon, Mar 4, 2024",8:00p,Los Angeles Clippers,106,Milwaukee Bucks,113,Box Score,,17875.0,Fiserv Forum,,20240304,MIL,LAC,MIL,LAC
"Mon, Mar 4, 2024",8:00p,Portland Trail Blazers,114,Minnesota Timberwolves,119,Box Score,,18024.0,Target Center,,20240304,MIN,POR,MIN,POR
"Mon, Mar 4, 2024",9:00p,Washington Wizards,115,Utah Jazz,127,Box Score,,18206.0,Delta Center,,20240304,UTA,WAS,UTA,WAS
"Mon, Mar 4, 2024",10:00p,Chicago Bulls,113,Sacramento Kings,109,Box Score,,17832.0,Golden 1 Center,,20240304,SAC,CHI,SAC,CHI
"Mon, Mar 4, 2024",10:30p,Oklahoma City Thunder,104,Los Angeles Lakers,116,Box Score,,18997.0,Crypto.com Arena,,20240304,LAL,OKC,LAL,OKC
"Tue, Mar 5, 2024",7:00p,Orlando Magic,101,Charlotte Hornets,89,Box Score,,15928.0,Spectrum Center,,20240305,CHO,ORL,CHO,ORL
"Tue, Mar 5, 2024",7:30p,Philadelphia 76ers,107,Brooklyn Nets,112,Box Score,,17086.0,Barclays Center,,20240305,BRK,PHI,BRK,PHI
"Tue, Mar 5, 2024",7:30p,Boston Celtics,104,Cleveland Cavaliers,105,Box Score,,19432.0,Rocket Mortgage Fieldhouse,,20240305,CLE,BOS,CLE,BOS
"Tue, Mar 5, 2024",7:30p,Detroit Pistons,110,Miami Heat,118,Box Score,,19724.0,Kaseya Center,,20240305,MIA,DET,MIA,DET
"Tue, Mar 5, 2024",7:30p,Atlanta Hawks,116,New York Knicks,100,Box Score,,19812.0,Madison Square Garden (IV),,20240305,NYK,ATL,NYK,ATL
"Tue, Mar 5, 2024",7:30p,New Orleans Pelicans,139,Toronto Raptors,98,Box Score,,18864.0,Scotiabank Arena,,20240305,TOR,NOP,TOR,NOP
"Tue, Mar 5, 2024",8:00p,San Antonio Spurs,101,Houston Rockets,114,Box Score,,16734.0,Toyota Center,,20240305,HOU,SAS,HOU,SAS
"Tue, Mar 5, 2024",8:30p,Indiana Pacers,137,Dallas Mavericks,120,Box Score,,20200.0,American Airlines Center,,20240305,DAL,IND,DAL,IND
"Tue, Mar 5, 2024",10:00p,Phoenix Suns,117,Denver Nuggets,107,Box Score,OT,19589.0,Ball Arena,,20240305,DEN,PHO,DEN,PHO
"Wed, Mar 6, 2024",7:00p,Orlando Magic,119,Washington Wizards,109,Box Score,,16018.0,Capital One Arena,,20240306,WAS,ORL,WAS,ORL
"Wed, Mar 6, 2024",7:30p,Cleveland Cavaliers,101,Atlanta Hawks,112,Box Score,,15841.0,State Farm Arena,,20240306,ATL,CLE,ATL,CLE
"Wed, Mar 6, 2024",7:30p,Los Angeles Clippers,122,Houston Rockets,116,Box Score,,17033.0,Toyota Center,,20240306,HOU,LAC,HOU,LAC
"Wed, Mar 6, 2024",7:30p,Memphis Grizzlies,115,Philadelphia 76ers,109,Box Score,,19757.0,Wells Fargo Center,,20240306,PHI,MEM,PHI,MEM
"Wed, Mar 6, 2024",9:00p,Chicago Bulls,119,Utah Jazz,117,Box Score,,18206.0,Delta Center,,20240306,UTA,CHI,UTA,CHI
"Wed, Mar 6, 2024",10:00p,Milwaukee Bucks,90,Golden State Warriors,125,Box Score,,18064.0,Chase Center,,20240306,GSW,MIL,GSW,MIL
"Wed, Mar 6, 2024",10:00p,Oklahoma City Thunder,128,Portland Trail Blazers,120,Box Score,,17589.0,Moda Center,,20240306,POR,OKC,POR,OKC
"Wed, Mar 6, 2024",10:30p,Sacramento Kings,130,Los Angeles Lakers,120,Box Score,,18498.0,Crypto.com Arena,,20240306,LAL,SAC,LAL,SAC
"Thu, Mar 7, 2024",7:00p,Brooklyn Nets,112,Detroit Pistons,118,Box Score,,19011.0,Little Caesars Arena,,20240307,DET,BRK,DET,BRK
"Thu, Mar 7, 2024",7:00p,Minnesota Timberwolves,113,Indiana Pacers,111,Box Score,,16580.0,Gainbridge Fieldhouse,,20240307,IND,MIN,IND,MIN
"Thu, Mar 7, 2024",7:30p,Miami Heat,108,Dallas Mavericks,114,Box Score,,20221.0,American Airlines Center,,20240307,DAL,MIA,DAL,MIA
"Thu, Mar 7, 2024",9:00p,Toronto Raptors,113,Phoenix Suns,120,Box Score,,17071.0,Footprint Center,,20240307,PHO,TOR,PHO,TOR
"Thu, Mar 7, 2024",10:00p,Boston Celtics,109,Denver Nuggets,115,Box Score,,19855.0,Ball Arena,,20240307,DEN,BOS,DEN,BOS
"Thu, Mar 7, 2024",10:00p,Chicago Bulls,125,Golden State Warriors,122,Box Score,,18064.0,Chase Center,,20240307,GSW,CHI,GSW,CHI
"Thu, Mar 7, 2024",10:00p,San Antonio Spurs,129,Sacramento Kings,131,Box Score,,17968.0,Golden 1 Center,,20240307,SAC,SAS,SAC,SAS
"Fri, Mar 8, 2024",7:00p,New Orleans Pelicans,103,Philadelphia 76ers,95,Box Score,,19777.0,Wells Fargo Center,,20240308,PHI,NOP,PHI,NOP
"Fri, Mar 8, 2024",7:00p,Charlotte Hornets,100,Washington Wizards,112,Box Score,,18778.0,Capital One Arena,,20240308,WAS,CHO,WAS,CHO
"Fri, Mar 8, 2024",7:30p,Minnesota Timberwolves,104,Cleveland Cavaliers,113,Box Score,OT,19432.0,Rocket Mortgage Fieldhouse,,20240308,CLE,MIN,CLE,MIN
"Fri, Mar 8, 2024",7:30p,Orlando Magic,74,New York Knicks,98,Box Score,,19812.0,Madison Square Garden (IV),,20240308,NYK,ORL,NYK,ORL
"Fri, Mar 8, 2024",8:00p,Atlanta Hawks,99,Memphis Grizzlies,92,Box Score,,16667.0,FedEx Forum,,20240308,MEM,ATL,MEM,ATL
"Fri, Mar 8, 2024",8:00p,Miami Heat,100,Oklahoma City Thunder,107,Box Score,,18203.0,Paycom Center,,20240308,OKC,MIA,OKC,MIA
"Fri, Mar 8, 2024",10:00p,Milwaukee Bucks,122,Los Angeles Lakers,123,Box Score,,18997.0,Crypto.com Arena,,20240308,LAL,MIL,LAL,MIL
"Fri, Mar 8, 2024",10:00p,Houston Rockets,123,Portland Trail Blazers,107,Box Score,,18139.0,Moda Center,,20240308,POR,HOU,POR,HOU
"Sat, Mar 9, 2024",4:00p,Chicago Bulls,102,Los Angeles Clippers,112,Box Score,,19370.0,Crypto.com Arena,,20240309,LAC,CHI,LAC,CHI
"Sat, Mar 9, 2024",7:00p,Brooklyn Nets,99,Charlotte Hornets,110,Box Score,,19090.0,Spectrum Center,,20240309,CHO,BRK,CHO,BRK
"Sat, Mar 9, 2024",7:00p,Dallas Mavericks,142,Detroit Pistons,124,Box Score,,20062.0,Little Caesars Arena,,20240309,DET,DAL,DET,DAL
"Sat, Mar 9, 2024",8:30p,San Antonio Spurs,126,Golden State Warriors,113,Box Score,,18064.0,Chase Center,,20240309,GSW,SAS,GSW,SAS
"Sat, Mar 9, 2024",8:30p,Boston Celtics,117,Phoenix Suns,107,Box Score,,17071.0,Footprint Center,,20240309,PHO,BOS,PHO,BOS
"Sat, Mar 9, 2024",9:00p,Utah Jazz,121,Denver Nuggets,142,Box Score,,19632.0,Ball Arena,,20240309,DEN,UTA,DEN,UTA
"Sat, Mar 9, 2024",10:00p,Toronto Raptors,118,Portland Trail Blazers,128,Box Score,OT,18117.0,Moda Center,,20240309,POR,TOR,POR,TOR
"Sun, Mar 10, 2024",3:00p,Milwaukee Bucks,124,Los Angeles Clippers,117,Box Score,,19370.0,Crypto.com Arena,,20240310,LAC,MIL,LAC,MIL
"Sun, Mar 10, 2024",6:00p,New Orleans Pelicans,116,Atlanta Hawks,103,Box Score,,17695.0,State Farm Arena,,20240310,ATL,NOP,ATL,NOP
"Sun, Mar 10, 2024",6:00p,Washington Wizards,110,Miami Heat,108,Box Score,,19730.0,Kaseya Center,,20240310,MIA,WAS,MIA,WAS
"Sun, Mar 10, 2024",6:00p,Indiana Pacers,111,Orlando Magic,97,Box Score,,19481.0,Kia Center,,20240310,ORL,IND,ORL,IND
"Sun, Mar 10, 2024",6:00p,Houston Rockets,112,Sacramento Kings,104,Box Score,,18022.0,Golden 1 Center,,20240310,SAC,HOU,SAC,HOU
"Sun, Mar 10, 2024",7:00p,Brooklyn Nets,120,Cleveland Cavaliers,101,Box Score,,19432.0,Rocket Mortgage Fieldhouse,,20240310,CLE,BRK,CLE,BRK
"Sun, Mar 10, 2024",7:00p,Philadelphia 76ers,79,New York Knicks,73,Box Score,,19812.0,Madison Square Garden (IV),,20240310,NYK,PHI,NYK,PHI
"Sun, Mar 10, 2024",7:00p,Memphis Grizzlies,93,Oklahoma City Thunder,124,Box Score,,18203.0,Paycom Center,,20240310,OKC,MEM,OKC,MEM
"Sun, Mar 10, 2024",9:30p,Minnesota Timberwolves,109,Los Angeles Lakers,120,Box Score,,18997.0,Crypto.com Arena,,20240310,LAL,MIN,LAL,MIN
"Mon, Mar 11, 2024",7:00p,Charlotte Hornets,97,Detroit Pistons,114,Box Score,,18003.0,Little Caesars Arena,,20240311,DET,CHO,DET,CHO
"Mon, Mar 11, 2024",7:30p,Phoenix Suns,117,Cleveland Cavaliers,111,Box Score,,19432.0,Rocket Mortgage Fieldhouse,,20240311,CLE,PHO,CLE,PHO
"Mon, Mar 11, 2024",8:00p,Dallas Mavericks,127,Chicago Bulls,92,Box Score,,21363.0,United Center,,20240311,CHI,DAL,CHI,DAL
"Mon, Mar 11, 2024",8:00p,Golden State Warriors,112,San Antonio Spurs,102,Box Score,,18354.0,Frost Bank Center,,20240311,SAS,GSW,SAS,GSW
"Mon, Mar 11, 2024",9:00p,Toronto Raptors,119,Denver Nuggets,125,Box Score,,19652.0,Ball Arena,,20240311,DEN,TOR,DEN,TOR
"Mon, Mar 11, 2024",10:30p,Boston Celtics,121,Portland Trail Blazers,99,Box Score,,18480.0,Moda Center,,20240311,POR,BOS,POR,BOS
"Tue, Mar 12, 2024",7:30p,Philadelphia 76ers,79,New York Knicks,106,Box Score,,19812.0,Madison Square Garden (IV),,20240312,NYK,PHI,NYK,PHI
"Tue, Mar 12, 2024",8:00p,Washington Wizards,97,Memphis Grizzlies,109,Box Score,,15291.0,FedEx Forum,,20240312,MEM,WAS,MEM,WAS
"Tue, Mar 12, 2024",8:00p,Indiana Pacers,121,Oklahoma City Thunder,111,Box Score,,17118.0,Paycom Center,,20240312,OKC,IND,OKC,IND
"Tue, Mar 12, 2024",8:30p,Houston Rockets,103,San Antonio Spurs,101,Box Score,,18751.0,Frost Bank Center,,20240312,SAS,HOU,SAS,HOU
"Tue, Mar 12, 2024",9:00p,Boston Celtics,123,Utah Jazz,107,Box Score,,18206.0,Delta Center,,20240312,UTA,BOS,UTA,BOS
"Tue, Mar 12, 2024",10:00p,Minnesota Timberwolves,118,Los Angeles Clippers,100,Box Score,,19370.0,Crypto.com Arena,,20240312,LAC,MIN,LAC,MIN
"Tue, Mar 12, 2024",10:00p,Milwaukee Bucks,94,Sacramento Kings,129,Box Score,,17832.0,Golden 1 Center,,20240312,SAC,MIL,SAC,MIL
"Wed, Mar 13, 2024",7:00p,Toronto Raptors,104,Detroit Pistons,113,Box Score,,19313.0,Little Caesars Arena,,20240313,DET,TOR,DET,TOR
"Wed, Mar 13, 2024",7:00p,Brooklyn Nets,106,Orlando Magic,114,Box Score,,18846.0,Kia Center,,20240313,ORL,BRK,ORL,BRK
"Wed, Mar 13, 2024",7:30p,Chicago Bulls,132,Indiana Pacers,129,Box Score,OT,17274.0,Gainbridge Fieldhouse,,20240313,IND,CHI,IND,CHI
"Wed, Mar 13, 2024",7:30p,Denver Nuggets,100,Miami Heat,88,Box Score,,19921.0,Kaseya Center,,20240313,MIA,DEN,MIA,DEN
